56d985c92960b98ad76a48b10a062b0cd86795bf,29095,2103,36649,32897,29991,21615,30905,10538,18935,37860,30472,5196,35565,14390,17574,10446,21110,31808,20142,12985,15205,40009,7320,938,32938,16364,5077,40903,19634,39923,35310,29221,29272,26320,29550,20951,29073,8674,35304,17856,27581,24799,34603,27330,15093,34575,38232,32496,14247,37657,20280,20833,37730,21185,18304,33900,12919,16192,16632,9381,11375,22270,261,40742,25325,30782,38877,9758,26060,25604,14552,28182,14625,19858,21011,23324,25695,36552,40794,15383,14580,10245,7067,14095,28922,36459,12602,29666,5866,39703,10966,695,9570,36945,27256,38050,4370,12116,22061,34366
991411f0dca94f348c7bd3eae93b6e6c061605f1,23104,425,1327,26441,19066,36245,12399,9636,7576,33342,18454,23900,7827,31815,37184,22999,38369,13874,625,6494,10418,37327,33929,14614,3979,31586,37935,31013,21281,9679,22000,17223,27765,35250,26195,11934,31007,2280,38559,30164,40310,25581,17722,15393,2343,23611,2175,38926,40616,15891,375,1519,40104,14344,3489,24920,8922,39640,11820,13700,10362,12708,26411,21251,9996,31074,16325,17973,13297,37571,12134,17653,2638,19033,20102,31143,27524,21038,18550,2113,17659,13389,319,10524,5442,33998,32225,12508,24781,15349,7492,30867,35926,25985,10990,37196,29828,12384,24975,4525
323fbb28144eefa3eabfa22bd310dfb0713de80d,22933,27806,25566,10989,13390,2183,15114,7810,10044,18374,10178,8017,34114,21143,4693,5868,553,6782,39592,6718,5752,4761,25079,8933,6006,30998,39346,12792,33319,22372,1763,23872,39220,35984,6611,13073,4326,30646,28591,39312,17326,8292,3676,24424,16623,21008,5699,40584,39981,8356,39936,21438,4216,15111,17839,3062,3765,26861,98,6279,34428,36700,39344,21912,37901,22931,21415,11030,4027,30625,10986,21447,6605,6334,39385,17575,39372,36624,26961,21297,17632,34514,40101,13128,507,29354,24754,25129,11600,9703,5894,20955,10700,35559,33440,9757,19037,9969,8836,35624
55c750f0951ca1021b26c0e758660bb8a2c49d3a,29445,31259,8570,33038,31912,21069,8796,450,34996,11354,18110,37195,10649,32007,10919,35136,1887,24397,40014,23023,28188,4646,35670,29100,11876,16466,4415,39423,28098,2909,30577,3395,15883,32530,5253,1406,36175,35126,22921,24867,35096,34787,24641,23087,24336,32636,21058,11216,24427,5060,3211,31884,33025,5039,28916,6601,9509,13261,541,5497,15266,7420,31453,38338,35360,23159,23765,15153,41043,29543,9490,8460,25861,24097,1272,21618,31962,8523,21368,2443,32082,7863,10904,14716,22485,39439,25076,27641,17335,33065,11625,3922,848,34890,17065,23661,900,31243,1460,38516
b458e3d697276a93aa6926caf1ff08e875933940,10853,26240,7410,12433,6476,17405,5675,10697,28187,16691,31210,25192,9052,10727,31475,16872,27089,991,11459,35643,36988,7889,10736,27384,38430,20954,10357,7506,24983,14974,15972,39216,6527,12361,2255,25422,4393,30901,38010,35433,38505,37486,17167,34390,22165,22829,32620,1497,10144,12947,30348,14668,33422,5625,15988,14667,26488,16675,40422,8657,5980,33763,31790,30078,26650,18415,36030,26500,39260,40625,2888,13748,31906,6975,33358,38599,19906,40267,37988,3818,31661,17903,39645,20863,19868,1556,21646,1807,21347,11500,32708,36047,38078,24453,26334,35613,3482,19071,38753,21211
249f748126e2babdf392ce3f0a1d5c280be87495,24924,37229,37096,27809,34373,5702,18294,10460,27069,255,41188,25954,452,30819,11237,31448,18514,3468,25742,36976,26814,27852,38006,27898,21894,9530,14064,11861,9748,20304,18852,8405,1132,14827,24213,39061,21926,19026,14779,26172,35981,28737,10921,30101,28748,39898,24486,31499,21013,17729,12349,3427,3881,2859,16288,7861,30917,5073,17012,10388,16497,31134,1723,14727,26603,26515,16211,32539,2056,28998,29107,38647,24360,4919,25417,27786,5833,10802,15156,22597,27127,36214,27180,237,25133,29952,27261,30801,1590,7154,32173,33075,11815,39538,22937,25405,16821,20897,22358,22065
7999bb64aef0b29eb065ab9ced27135637eb87bb,24116,34788,20722,17899,36031,35827,35045,12970,20088,15217,28034,40312,10301,31964,7512,25628,532,23100,24934,31294,33762,24901,30543,18331,13567,3858,38999,31662,12535,9246,34773,28207,9390,20519,10370,11988,6240,27173,25020,11546,3826,23275,30096,23760,40308,11040,18757,10667,17075,2036,22317,35554,13504,1484,27419,4876,21621,13985,26809,26258,31751,1232,13421,27932,2395,15250,33739,24016,13482,28175,8440,13446,6040,34629,3355,29258,7056,40275,15026,28848,30723,29956,25280,26967,27790,15179,23029,2496,13767,28162,25915,13546,18494,40784,28501,8503,3965,39627,4480,1814
617b8f66031cabfe5926a99ec0bab69634f7a15f,40035,24230,266,2389,3700,11457,11838,15142,38009,13503,22199,22418,17539,37218,26229,39748,28735,36836,3254,5079,13657,28584,31470,38936,11572,34477,3553,36627,31264,2891,9990,28356,23914,30880,27419,15014,31484,14780,6201,40352,469,36582,40806,20584,10536,36531,3585,3279,24211,7157,41113,24952,166,16648,16494,35947,18157,5995,27468,6293,37117,13155,4617,30150,38791,8598,6678,19023,10003,14114,40798,24971,3877,40201,22069,34682,8121,31478,31345,3454,16213,537,7756,4330,3023,34506,19126,26302,6539,19715,18532,35122,24867,2874,10361,38008,24825,35185,2676,11151
c39fbe158c5cde44c1d1ce4a5031d736e73b2e63,28187,25192,31210,31475,35433,38505,16872,9052,5625,35643,6527,22829,7506,27384,40625,26500,39645,31906,30078,11500,31128,15434,28494,15972,14668,20954,40267,21327,32708,7341,14817,24453,6173,35564,14974,27089,23893,2249,35650,26488,31947,22165,40907,27506,13748,39260,39628,18027,1807,24061,36393,15000,39542,21211,19608,39270,10727,18989,17903,24983,8045,32620,31101,4589,21646,31986,11895,37686,37988,16691,2955,30198,39216,3799,10293,23177,36047,12488,36301,30215,20870,33422,27733,31661,13845,31116,1494,12361,11590,18547,34162,15042,34596,4109,35356,10387,37385,22746,36250,1497
ba5cfc5304e58e3e04047740b60f92ffbea2e394,6476,17405,26240,10853,7410,5675,12433,10697,38010,10736,31790,36991,37486,9298,25576,24582,33763,1117,2549,30898,10236,37721,23299,15965,32799,8391,10867,14978,36654,33455,13016,27081,2987,11960,28822,7324,15840,28070,34643,38755,34366,22061,19856,26320,2742,35414,29903,38968,10232,17750,36988,21800,29753,11764,25197,2078,39202,38078,13495,16196,12578,8022,36573,35288,25935,30730,32760,38265,24154,4404,32364,23679,19906,38599,26706,8910,38732,22336,1556,5952,6409,35109,39135,36617,23749,39634,16691,1358,9741,18808,20684,16564,2633,11168,7549,15394,2006,2513,10082,29149
