56d985c92960b98ad76a48b10a062b0cd86795bf,2026,25667,718,32147,21996,6368,7506,21443,36202,25025,30902,18780,37277,36562,24658,15359,389,24309,16877,30357,13003,9104,14731,5794,32950,31587,970,34185,1394,9354,27925,12374,30070,22334,17268,25828,10598,27106,7280,27882,19610,2648,3451,7569,36116,12100,25916,35539,33254,11071,3567,18772,35126,9622,13811,19768,11720,6983,12807,36228,9426,27355,25053,18742,13141,40641,35221,36158,16334,11973,37604,7691,9994,39367,5286,10489,6366,20358,26351,6866,29095,6987,37605,5108,6823,4183,28290,36610,20609,33228,15451,8633,27503,27494,27464,27495,27467,27496,27505,27497
991411f0dca94f348c7bd3eae93b6e6c061605f1,29148,39361,37581,34461,22587,25388,21873,28426,40616,33996,35711,25930,1413,7491,5278,18533,29115,23122,40687,11498,1470,8455,31707,12425,1407,1787,2280,31013,20870,21038,23954,32771,9636,40030,26595,28386,28879,38222,4950,33613,18306,27187,19855,10554,4871,19066,26552,41073,425,23024,39878,8393,15882,29776,14026,3362,32479,12210,36475,16134,39265,8229,28509,8444,23803,26758,31799,36210,32684,13874,15960,34872,7480,5758,9093,31734,20600,19504,7036,16472,8954,38629,38635,18242,34347,40047,35549,19221,6317,13696,10301,5081,10940,9622,33143,2502,16643,18861,3910,23573
323fbb28144eefa3eabfa22bd310dfb0713de80d,25642,3209,3831,5546,2970,39526,25026,8076,30604,6306,20475,18557,32846,20470,3051,28859,28326,27799,8739,657,39564,27537,17572,1641,2479,15914,5595,5794,37595,3877,2948,26302,8267,32712,10099,30209,18649,32475,34495,3960,6983,4373,29422,6056,21227,25492,25105,33848,37631,21094,3838,12437,24462,11,14532,24504,17458,29606,19826,9867,2667,12429,18211,35072,32537,21978,10212,24312,17415,14259,17972,2648,40950,36734,29547,29486,14442,40295,19794,34744,22661,2262,7911,33186,23375,7559,22021,25901,32052,23359,24219,3859,23391,19149,11630,30589,40632,16127,18602,29735
55c750f0951ca1021b26c0e758660bb8a2c49d3a,16677,1394,7406,20797,5588,18863,8312,18776,15727,31040,9622,10324,36118,37980,26939,23122,9217,15567,27641,22890,19755,12927,6995,18788,25063,17053,4153,14650,2648,28714,12285,16743,21984,22935,24149,10573,20984,35539,32893,25979,20100,15745,10649,28249,31255,27078,25009,5595,5900,40051,20368,4638,37224,23944,19794,34914,27260,11184,10405,32656,7395,30209,667,40916,7536,37497,27724,6216,16326,19437,13183,30659,30413,1735,7877,38183,35072,1352,34087,22098,33598,37092,25908,982,10274,7569,29972,37682,5131,8960,2941,4845,11382,2605,29474,22037,1687,33573,13917,1201
b458e3d697276a93aa6926caf1ff08e875933940,2648,9622,7282,33143,38296,34014,2062,35539,23122,1557,32656,9217,15114,40950,32537,26012,13142,39286,2667,5794,33598,30860,28416,32150,36719,36118,1414,20269,38399,31027,18742,12210,33416,23589,27882,32651,3974,24856,33153,35690,5588,25916,26830,38277,33098,16812,3989,21352,35592,26770,40156,7085,2377,25953,14705,39865,18776,37450,10405,21818,1201,13224,17537,17937,26387,32518,25216,5555,40397,31121,20340,38575,38643,365,18584,37876,39737,26646,28189,29486,31419,38051,22485,4153,21498,23468,18788,15568,14134,36319,25228,13537,31645,40923,25123,27869,36863,1119,3673,28077
249f748126e2babdf392ce3f0a1d5c280be87495,4438,37261,21488,35080,15250,21879,2667,13514,12772,29403,36344,18865,15336,33822,3643,33143,33259,4942,34352,20455,23863,6436,26528,36831,26270,17413,1783,2189,14924,21199,8164,30921,25277,7622,14620,33110,3974,38866,38632,29901,34515,11906,34259,6776,34289,2955,18034,30804,8760,21306,40714,9186,37581,22178,8407,36009,17224,8920,24198,41073,11990,39349,39475,38593,15092,35069,27093,13978,11864,32667,5068,21773,5667,40474,13806,860,17697,7029,23950,28154,9622,23589,200,26530,29903,38258,30495,31906,27231,8741,27817,31516,34565,13437,13658,3218,32774,4325,40894,32816
7999bb64aef0b29eb065ab9ced27135637eb87bb,10331,14801,32991,19786,2603,2120,17393,16348,37833,19534,24833,13446,31448,20304,28482,3878,21649,10198,12074,13962,30837,33003,33158,40384,19418,35878,16835,21270,36350,16891,19528,7594,28255,17904,8452,32551,16870,220,24752,12146,24932,28214,12230,8242,5323,33382,32997,38598,13343,40037,32097,6933,40000,29090,2266,38208,16893,837,10137,21707,44,36163,31662,991,29675,678,7910,15624,8775,39732,34825,41070,31462,34589,2673,1722,12291,15248,23724,33077,32214,32284,34952,31958,5847,18562,20512,4964,35038,11045,12733,4849,30199,22095,32072,27241,40896,10597,30234,20715
617b8f66031cabfe5926a99ec0bab69634f7a15f,31362,21940,14878,19794,16843,31811,21048,6983,18742,27055,33598,34347,30511,6793,22116,30679,11319,24309,29148,40435,9622,22098,18566,28713,12993,18902,30206,31185,11155,11511,36257,22414,10690,15590,11151,8739,13865,11368,18890,32656,13035,30329,12596,19382,491,36163,36582,36734,27899,24412,13882,34345,41080,11928,3459,35102,33567,22949,19267,1037,20462,28003,7400,24530,11249,5039,37269,7161,9020,12464,26788,774,5394,18997,18776,38040,22361,13880,1119,6685,39934,38747,5593,4834,1502,210,32136,22485,10806,10342,40206,27027,28958,32985,23310,25953,30878,6760,8166,6902
c39fbe158c5cde44c1d1ce4a5031d736e73b2e63,2648,9622,7282,23122,1557,38296,33143,34014,2062,35539,32656,5794,32537,9217,26012,15114,39286,40950,33416,33598,32150,13142,2667,30860,20269,1414,25953,32651,5588,24856,36719,36118,3989,27882,12210,26770,31027,23589,28416,38399,38277,16812,14705,33098,37450,3974,17537,18776,29486,25737,32518,4153,17937,23624,35690,7085,26830,39865,40397,19467,25916,33153,5284,365,20340,5555,21818,21352,35592,38575,28189,40156,1201,23468,13224,32168,25228,2377,15568,35433,40923,13537,38643,2616,36863,25123,10405,23538,3673,28077,37102,2343,33009,14716,26126,11284,22485,26646,35892,20094
ba5cfc5304e58e3e04047740b60f92ffbea2e394,30752,9622,2648,33143,34014,7282,15114,23122,1557,18742,9217,2667,2062,13142,6661,26012,36719,36118,32656,38399,33416,31027,40950,32150,25953,38296,28416,7085,33153,32651,10324,3974,5588,33598,21352,23589,35592,12210,40156,1119,2377,26830,19467,10405,18055,30860,3983,26387,34022,15749,37102,32537,39865,1201,5555,17537,18584,20269,27882,39737,21818,1414,25157,25916,31645,13822,13537,14134,29486,35539,22485,11151,31419,27869,25737,10733,23375,37876,27268,26646,2924,32168,37495,16801,26126,30568,18776,18788,38051,33364,10456,8028,13224,16812,20094,16117,1980,33009,3349,38643
