002511b392561fc1d426d875c386b356a6fc5702,9622,1394,2648,1557,30752,23122,7282,18742,5794,33598,9217,33416,32150,25953,25737,26012,13142,35433,2667,17537,5588,4849,34014,23589,32656,19467,37102,9121,2616,29486,4153,32168,30860,33143,18055,26211,35544,35539,221,11151,19105,33009,22051,35892,22119,35069,32651,25916,31027,22055,25784,930,19464,5555,24856,22485,20368,19794,35690,22428,14716,32537,37772,38099,36319,40907,18788,37604,31121,13480,22565,28416,37667,30413,10324,18776,37450,32111,38643,1739,9581,33098,6983,15124,29939,11471,2062,26777,2707,39865,36734,26126,17570,20094,40950,5286,11184,29148,23803,7891
003998bc33cddeba02428a43391c6716e523c8f7,9622,1394,2648,1557,30752,23122,7282,18742,5794,33598,9217,33416,32150,25953,25737,26012,13142,35433,2667,17537,5588,4849,34014,23589,32656,19467,37102,9121,2616,29486,4153,32168,30860,33143,18055,26211,35544,35539,221,11151,19105,33009,22051,35892,22119,35069,32651,25916,31027,22055,25784,930,19464,5555,24856,22485,20368,19794,35690,22428,14716,32537,37772,38099,36319,40907,18788,37604,31121,13480,22565,28416,37667,30413,10324,18776,37450,32111,38643,1739,9581,33098,6983,15124,29939,11471,2062,26777,2707,39865,36734,26126,17570,20094,40950,5286,11184,29148,23803,7891
005b1fab38cdeb9d5bb97debcf73b44050994a3e,9622,1394,2648,1557,30752,23122,7282,18742,5794,33598,9217,33416,32150,25953,25737,26012,13142,35433,2667,17537,5588,4849,34014,23589,32656,19467,37102,9121,2616,29486,4153,32168,30860,33143,18055,26211,35544,35539,221,11151,19105,33009,22051,35892,22119,35069,32651,25916,31027,22055,25784,930,19464,5555,24856,22485,20368,19794,35690,22428,14716,32537,37772,38099,36319,40907,18788,37604,31121,13480,22565,28416,37667,30413,10324,18776,37450,32111,38643,1739,9581,33098,6983,15124,29939,11471,2062,26777,2707,39865,36734,26126,17570,20094,40950,5286,11184,29148,23803,7891
005cc5d858319f13f88228f62341e5a4270f8e75,9622,1394,2648,1557,30752,23122,7282,18742,5794,33598,9217,33416,32150,25953,25737,26012,13142,35433,2667,17537,5588,4849,34014,23589,32656,19467,37102,9121,2616,29486,4153,32168,30860,33143,18055,26211,35544,35539,221,11151,19105,33009,22051,35892,22119,35069,32651,25916,31027,22055,25784,930,19464,5555,24856,22485,20368,19794,35690,22428,14716,32537,37772,38099,36319,40907,18788,37604,31121,13480,22565,28416,37667,30413,10324,18776,37450,32111,38643,1739,9581,33098,6983,15124,29939,11471,2062,26777,2707,39865,36734,26126,17570,20094,40950,5286,11184,29148,23803,7891
006d3c79b9ed677280f8ddbc422d7b0fedd6d1fa,9622,1394,2648,1557,30752,23122,7282,18742,5794,33598,9217,33416,32150,25953,25737,26012,13142,35433,2667,17537,5588,4849,34014,23589,32656,19467,37102,9121,2616,29486,4153,32168,30860,33143,18055,26211,35544,35539,221,11151,19105,33009,22051,35892,22119,35069,32651,25916,31027,22055,25784,930,19464,5555,24856,22485,20368,19794,35690,22428,14716,32537,37772,38099,36319,40907,18788,37604,31121,13480,22565,28416,37667,30413,10324,18776,37450,32111,38643,1739,9581,33098,6983,15124,29939,11471,2062,26777,2707,39865,36734,26126,17570,20094,40950,5286,11184,29148,23803,7891
00a1334b36850eb6abbdeae83ade7912284366c2,9622,1394,2648,1557,30752,23122,7282,18742,5794,33598,9217,33416,32150,25953,25737,26012,13142,35433,2667,17537,5588,4849,34014,23589,32656,19467,37102,9121,2616,29486,4153,32168,30860,33143,18055,26211,35544,35539,221,11151,19105,33009,22051,35892,22119,35069,32651,25916,31027,22055,25784,930,19464,5555,24856,22485,20368,19794,35690,22428,14716,32537,37772,38099,36319,40907,18788,37604,31121,13480,22565,28416,37667,30413,10324,18776,37450,32111,38643,1739,9581,33098,6983,15124,29939,11471,2062,26777,2707,39865,36734,26126,17570,20094,40950,5286,11184,29148,23803,7891
00c06db043337cd60415ab3538d89360feafd96d,9622,1394,2648,1557,30752,23122,7282,18742,5794,33598,9217,33416,32150,25953,25737,26012,13142,35433,2667,17537,5588,4849,34014,23589,32656,19467,37102,9121,2616,29486,4153,32168,30860,33143,18055,26211,35544,35539,221,11151,19105,33009,22051,35892,22119,35069,32651,25916,31027,22055,25784,930,19464,5555,24856,22485,20368,19794,35690,22428,14716,32537,37772,38099,36319,40907,18788,37604,31121,13480,22565,28416,37667,30413,10324,18776,37450,32111,38643,1739,9581,33098,6983,15124,29939,11471,2062,26777,2707,39865,36734,26126,17570,20094,40950,5286,11184,29148,23803,7891
00f7c493ee64884998ea98d9f5bed87bc4a0afcf,9622,1394,2648,1557,30752,23122,7282,18742,5794,33598,9217,33416,32150,25953,25737,26012,13142,35433,2667,17537,5588,4849,34014,23589,32656,19467,37102,9121,2616,29486,4153,32168,30860,33143,18055,26211,35544,35539,221,11151,19105,33009,22051,35892,22119,35069,32651,25916,31027,22055,25784,930,19464,5555,24856,22485,20368,19794,35690,22428,14716,32537,37772,38099,36319,40907,18788,37604,31121,13480,22565,28416,37667,30413,10324,18776,37450,32111,38643,1739,9581,33098,6983,15124,29939,11471,2062,26777,2707,39865,36734,26126,17570,20094,40950,5286,11184,29148,23803,7891
0107197bd5e2521cfa1cfde3faf9a6b39e8ba9e3,9622,1394,2648,1557,30752,23122,7282,18742,5794,33598,9217,33416,32150,25953,25737,26012,13142,35433,2667,17537,5588,4849,34014,23589,32656,19467,37102,9121,2616,29486,4153,32168,30860,33143,18055,26211,35544,35539,221,11151,19105,33009,22051,35892,22119,35069,32651,25916,31027,22055,25784,930,19464,5555,24856,22485,20368,19794,35690,22428,14716,32537,37772,38099,36319,40907,18788,37604,31121,13480,22565,28416,37667,30413,10324,18776,37450,32111,38643,1739,9581,33098,6983,15124,29939,11471,2062,26777,2707,39865,36734,26126,17570,20094,40950,5286,11184,29148,23803,7891
0118d4558afda9bdaa39ec3ea3dbe62f12604d4d,9622,1394,2648,1557,30752,23122,7282,18742,5794,33598,9217,33416,32150,25953,25737,26012,13142,35433,2667,17537,5588,4849,34014,23589,32656,19467,37102,9121,2616,29486,4153,32168,30860,33143,18055,26211,35544,35539,221,11151,19105,33009,22051,35892,22119,35069,32651,25916,31027,22055,25784,930,19464,5555,24856,22485,20368,19794,35690,22428,14716,32537,37772,38099,36319,40907,18788,37604,31121,13480,22565,28416,37667,30413,10324,18776,37450,32111,38643,1739,9581,33098,6983,15124,29939,11471,2062,26777,2707,39865,36734,26126,17570,20094,40950,5286,11184,29148,23803,7891
