date,wp,ws,day,month,hour,rolling_max,rolling_min,rolling_mean,rolling_std,df_logg_wp,df_logg_ws
2009-07-01 01:00:00,0.257,4.27,1,7,1,0.257,0.257,0.257,0.0,-1.3586791940869172,1.451613827240533
2009-07-01 02:00:00,0.17800000000000002,3.65,1,7,2,0.257,0.17800000000000002,0.21750000000000003,0.055861435713737244,-1.7259717286900518,1.2947271675944
2009-07-01 03:00:00,0.109,3.19,1,7,3,0.257,0.109,0.18133333333333335,0.07405628490096797,-2.2164073967529934,1.1600209167967532
2009-07-01 04:00:00,0.079,2.9,1,7,4,0.257,0.079,0.15575,0.07921016348928969,-2.5383074265151158,1.0647107369924282
2009-07-01 05:00:00,0.099,2.72,1,7,5,0.257,0.079,0.1444,0.07314232700700739,-2.312635428847547,1.000631880307906
2009-07-01 06:00:00,0.069,2.57,1,7,6,0.257,0.069,0.13183333333333333,0.072300530196304,-2.6736487743848776,0.9439058989071284
2009-07-01 07:00:00,0.0,2.38,1,7,7,0.257,0.0,0.11299999999999999,0.0826982466561414,-inf,0.8671004876833833
2009-07-01 08:00:00,0.0,2.24,1,7,8,0.257,0.0,0.09887499999999999,0.08636043654359327,-inf,0.8064758658669485
2009-07-01 09:00:00,0.0,2.25,1,7,9,0.257,0.0,0.08788888888888888,0.08724741320584302,-inf,0.8109302162163288
2009-07-01 10:00:00,0.0,2.43,1,7,10,0.257,0.0,0.07909999999999999,0.08682607135340552,-inf,0.8878912573524571
2009-07-01 11:00:00,0.0,2.66,1,7,11,0.257,0.0,0.07190909090909091,0.08575366411466573,-inf,0.9783261227936078
2009-07-01 12:00:00,0.0,2.74,1,7,12,0.257,0.0,0.06591666666666667,0.08435688077052952,-inf,1.007957920399979
2009-07-01 13:00:00,0.0,2.49,1,7,13,0.257,0.0,0.06084615384615384,0.08280886240196572,-inf,0.9122827104766164
2009-07-01 14:00:00,0.0,2.07,1,7,14,0.257,0.0,0.056499999999999995,0.08120510594026234,-inf,0.7275486072772777
2009-07-01 15:00:00,0.0,1.77,1,7,15,0.257,0.0,0.052733333333333327,0.07959941373318441,-inf,0.5709795465857378
2009-07-01 16:00:00,0.0,1.85,1,7,16,0.257,0.0,0.049437499999999995,0.07802219235576503,-inf,0.6151856390902335
2009-07-01 17:00:00,0.0,2.24,1,7,17,0.257,0.0,0.046529411764705875,0.07649029157927398,-inf,0.8064758658669485
2009-07-01 18:00:00,0.0,2.63,1,7,18,0.257,0.0,0.04394444444444444,0.07501252618707971,-inf,0.9669838461896731
2009-07-01 19:00:00,0.0,2.89,1,7,19,0.257,0.0,0.041631578947368415,0.07359288199752578,-inf,1.0612565021243408
2009-07-01 20:00:00,0.0,2.96,1,7,20,0.257,0.0,0.039549999999999995,0.07223242820375435,-inf,1.085189268335969
2009-07-01 21:00:00,0.0,2.77,1,7,21,0.257,0.0,0.03766666666666666,0.07093048239884833,-inf,1.0188473201992472
2009-07-01 22:00:00,0.0,2.26,1,7,22,0.257,0.0,0.035954545454545454,0.06968533170291617,-inf,0.8153648132841944
2009-07-01 23:00:00,0.0,1.74,1,7,23,0.257,0.0,0.034391304347826085,0.06849468402095475,-inf,0.5538851132264376
2009-07-02 00:00:00,0.0,1.43,2,7,0,0.257,0.0,0.03295833333333333,0.06735595204109521,-inf,0.3576744442718159
2009-07-02 01:00:00,0.01,1.49,2,7,1,0.17800000000000002,0.0,0.022666666666666665,0.04761134927420293,-4.605170185988091,0.3987761199573678
2009-07-02 02:00:00,0.02,1.86,2,7,2,0.109,0.0,0.016083333333333328,0.03424707752262342,-3.912023005428146,0.62057648772511
2009-07-02 03:00:00,0.02,2.12,2,7,3,0.099,0.0,0.012374999999999997,0.02799660305481174,-3.912023005428146,0.7514160886839212
2009-07-02 04:00:00,0.0,1.87,2,7,4,0.099,0.0,0.00908333333333333,0.024210879097353425,-inf,0.6259384308664954
2009-07-02 05:00:00,0.0,1.34,2,7,5,0.069,0.0,0.004958333333333329,0.014848449389594879,-inf,0.29266961396282004
2009-07-02 06:00:00,0.0,0.94,2,7,6,0.02,0.0,0.0020833333333333294,0.005882299658752549,-inf,-0.06187540371808753
2009-07-02 07:00:00,0.0,0.98,2,7,7,0.02,0.0,0.0020833333333333294,0.005882299658752549,-inf,-0.020202707317519466
2009-07-02 08:00:00,0.0,1.36,2,7,8,0.02,0.0,0.0020833333333333294,0.005882299658752549,-inf,0.3074846997479607
2009-07-02 09:00:00,0.02,1.89,2,7,9,0.02,0.0,0.002916666666666663,0.006902530516863359,-3.912023005428146,0.636576829071551
2009-07-02 10:00:00,0.049,2.45,2,7,10,0.049,0.0,0.004958333333333329,0.011630092775683804,-3.0159349808715104,0.8960880245566357
2009-07-02 11:00:00,0.04,2.82,2,7,11,0.049,0.0,0.006624999999999996,0.013589677988314702,-3.2188758248682006,1.0367368849500223
2009-07-02 12:00:00,0.059,2.77,2,7,12,0.059,0.0,0.00908333333333333,0.017196856807509018,-2.8302178350764176,1.0188473201992472
2009-07-02 13:00:00,0.079,2.24,2,7,13,0.079,0.0,0.012374999999999997,0.022212046281241137,-2.5383074265151158,0.8064758658669485
2009-07-02 14:00:00,0.079,1.75,2,7,14,0.079,0.0,0.015666666666666666,0.025853545155383385,-2.5383074265151158,0.5596157879354227
2009-07-02 15:00:00,0.099,1.53,2,7,15,0.099,0.0,0.019791666666666666,0.030690572361623633,-2.312635428847547,0.4252677354043441
2009-07-02 16:00:00,0.099,1.19,2,7,16,0.099,0.0,0.023916666666666666,0.034349756871067484,-2.312635428847547,0.17395330712343798
2009-07-02 17:00:00,0.099,1.08,2,7,17,0.099,0.0,0.028041666666666663,0.037180498823356604,-2.312635428847547,0.0769610411361284
2009-07-02 18:00:00,0.099,1.64,2,7,18,0.099,0.0,0.03216666666666666,0.0393619399781131,-2.312635428847547,0.494696241836107
2009-07-02 19:00:00,0.17800000000000002,2.23,2,7,19,0.17800000000000002,0.0,0.03958333333333333,0.04869953724149985,-1.7259717286900518,0.8020015854720274
2009-07-02 20:00:00,0.247,2.65,2,7,20,0.247,0.0,0.049875,0.06374563071130922,-1.3983669423541598,0.9745596399981308
2009-07-02 21:00:00,0.17800000000000002,2.97,2,7,21,0.247,0.0,0.057291666666666664,0.06790945324901174,-1.7259717286900518,1.0885619528146082
2009-07-02 22:00:00,0.237,3.23,2,7,22,0.247,0.0,0.06716666666666667,0.07596948281277542,-1.439695137847006,1.172482137234565
2009-07-02 23:00:00,0.366,3.41,2,7,23,0.366,0.0,0.08241666666666668,0.09599588608335015,-1.0051219455807707,1.2267122912954254
2009-07-03 00:00:00,0.415,3.48,3,7,0,0.415,0.0,0.09970833333333334,0.11583214210627178,-0.8794767587514388,1.247032293786383
2009-07-03 01:00:00,0.267,4.82,3,7,1,0.415,0.0,0.11041666666666668,0.11901403522152397,-1.3205066205818874,1.572773928062509
2009-07-03 02:00:00,0.138,4.01,3,7,2,0.415,0.0,0.11533333333333334,0.11754468777102779,-1.9805015938249322,1.3887912413184778
2009-07-03 03:00:00,0.128,3.53,3,7,3,0.415,0.0,0.11983333333333335,0.11579054052625509,-2.05572501506252,1.2612978709452054
2009-07-03 04:00:00,0.17800000000000002,3.63,3,7,4,0.415,0.0,0.12725,0.1134583815671019,-1.7259717286900518,1.2892326482767593
2009-07-03 05:00:00,0.267,4.01,3,7,5,0.415,0.0,0.138375,0.11352870255731733,-1.3205066205818874,1.3887912413184778
2009-07-03 06:00:00,0.227,4.21,3,7,6,0.415,0.0,0.14783333333333334,0.11092522615303271,-1.4828052615007343,1.43746264769429
2009-07-03 07:00:00,0.208,3.92,3,7,7,0.415,0.0,0.1565,0.10692622405801278,-1.5702171992808192,1.366091653802371
2009-07-03 08:00:00,0.17800000000000002,3.43,3,7,8,0.415,0.02,0.16391666666666668,0.10164170517993125,-1.7259717286900518,1.2325602611778486
2009-07-03 09:00:00,0.158,3.19,3,7,9,0.415,0.04,0.16966666666666666,0.09694089040174977,-1.8451602459551701,1.1600209167967532
2009-07-03 10:00:00,0.168,3.53,3,7,10,0.415,0.04,0.174625,0.09348229895221506,-1.783791299578878,1.2612978709452054
2009-07-03 11:00:00,0.138,4.2,3,7,11,0.415,0.059,0.17870833333333333,0.0893972469018101,-1.9805015938249322,1.4350845252893227
2009-07-03 12:00:00,0.099,4.81,3,7,12,0.415,0.079,0.18037499999999998,0.08741943495982835,-2.312635428847547,1.5706970841176697
2009-07-03 13:00:00,0.14800000000000002,5.09,3,7,13,0.415,0.079,0.18325,0.08504282808500467,-1.910543005218022,1.6272778305624314
2009-07-03 14:00:00,0.168,5.15,3,7,14,0.415,0.099,0.18695833333333334,0.08219196996992005,-1.783791299578878,1.6389967146756448
2009-07-03 15:00:00,0.267,5.13,3,7,15,0.415,0.099,0.19395833333333334,0.08152645831751253,-1.3205066205818874,1.6351056591826783
2009-07-03 16:00:00,0.336,5.14,3,7,16,0.415,0.099,0.20383333333333334,0.08384492241330276,-1.0906441190189327,1.6370530794670737
2009-07-03 17:00:00,0.237,5.32,3,7,17,0.415,0.099,0.20958333333333334,0.08102759415466289,-1.439695137847006,1.6714733033535532
2009-07-03 18:00:00,0.099,5.71,3,7,18,0.415,0.099,0.20958333333333334,0.08102759415466289,-2.312635428847547,1.742219023667919
2009-07-03 19:00:00,0.128,6.21,3,7,19,0.415,0.099,0.20750000000000002,0.08250428183881814,-2.05572501506252,1.8261608959453874
2009-07-03 20:00:00,0.188,6.63,3,7,20,0.415,0.099,0.20504166666666668,0.08215440350031615,-1.6713133161521878,1.891604804197771
2009-07-03 21:00:00,0.188,6.68,3,7,21,0.415,0.099,0.20545833333333333,0.08203656616659306,-1.6713133161521878,1.8991179875485542
2009-07-03 22:00:00,0.049,6.11,3,7,22,0.415,0.049,0.19762500000000002,0.0876756931761195,-3.0159349808715104,1.809926773183504
2009-07-03 23:00:00,0.049,5.16,3,7,23,0.415,0.049,0.1844166666666667,0.0850457251266567,-3.0159349808715104,1.6409365794934714
2009-07-04 00:00:00,0.14800000000000002,4.22,4,7,0,0.336,0.049,0.1732916666666667,0.06963911892074724,-1.910543005218022,1.4398351280479205
2009-07-04 01:00:00,0.079,3.56,4,7,1,0.336,0.049,0.16545833333333337,0.06921232559662158,-2.5383074265151158,1.269760544863939
2009-07-04 02:00:00,0.08900000000000001,2.9,4,7,2,0.336,0.049,0.1634166666666667,0.07076287203026047,-2.419118909249997,1.0647107369924282
2009-07-04 03:00:00,0.168,2.48,4,7,3,0.336,0.049,0.1650833333333334,0.07036236436363252,-1.783791299578878,0.9082585601768908
2009-07-04 04:00:00,0.14800000000000002,2.37,4,7,4,0.336,0.049,0.1638333333333334,0.07038939314034943,-1.910543005218022,0.8628899551470398
2009-07-04 05:00:00,0.04,2.44,4,7,5,0.336,0.04,0.15437500000000007,0.07117083702949027,-3.2188758248682006,0.8919980393051105
2009-07-04 06:00:00,0.059,2.52,4,7,6,0.336,0.04,0.14737500000000006,0.0719745199479589,-2.8302178350764176,0.9242589015233319
2009-07-04 07:00:00,0.326,2.47,4,7,7,0.336,0.04,0.15229166666666674,0.07989094695769418,-1.1208578976154293,0.9042181506398859
2009-07-04 08:00:00,0.34600000000000003,2.37,4,7,8,0.34600000000000003,0.04,0.15929166666666675,0.0890737257735883,-1.0613165039244128,0.8628899551470398
2009-07-04 09:00:00,0.455,2.38,4,7,9,0.455,0.04,0.17166666666666675,0.10759249475468183,-0.7874578600311866,0.8671004876833833
2009-07-04 10:00:00,0.257,2.66,4,7,10,0.455,0.04,0.17537500000000006,0.10898536499277643,-1.3586791940869172,0.9783261227936078
2009-07-04 11:00:00,0.247,3.18,4,7,11,0.455,0.04,0.17991666666666672,0.10962938223521726,-1.3983669423541598,1.1568811967920856
2009-07-04 12:00:00,0.049,3.68,4,7,12,0.455,0.04,0.1778333333333334,0.11168965802680629,-3.0159349808715104,1.3029127521808397
2009-07-04 13:00:00,0.0,3.92,4,7,13,0.455,0.0,0.17166666666666675,0.1173507068823921,-inf,1.366091653802371
2009-07-04 14:00:00,0.0,3.91,4,7,14,0.455,0.0,0.16466666666666674,0.12247756375429915,-inf,1.3635373739972745
2009-07-04 15:00:00,0.01,3.73,4,7,15,0.455,0.0,0.1539583333333334,0.12436184203212494,-4.605170185988091,1.3164082336557241
2009-07-04 16:00:00,0.03,3.43,4,7,16,0.455,0.0,0.1412083333333334,0.12051338701271061,-3.506557897319982,1.2325602611778486
2009-07-04 17:00:00,0.059,3.09,4,7,17,0.455,0.0,0.13379166666666673,0.11983720086077165,-2.8302178350764176,1.128171090909654
2009-07-04 18:00:00,0.08900000000000001,2.75,4,7,18,0.455,0.0,0.13337500000000005,0.11998072761906389,-2.419118909249997,1.0116009116784799
